Part No.,Part description,Group number,Group name
255.061,Solid light red (Beacon Arburg 200),AG-00010,Mouldshop Machine Spares
26156,Cover for Bore,AG-00010,Mouldshop Machine Spares
27.677,Stripper D=30/45,AG-00010,Mouldshop Machine Spares
27.682,O sealing ring 94.62x5.33,AG-00010,Mouldshop Machine Spares
27.683,O sealing ring 114.5x3 Machine no. 165992 / 270 M 350 - 90,AG-00010,Mouldshop Machine Spares
27169,"Used Temperature controller, SN. 40788, Thermonic",AG-00010,Mouldshop Machine Spares
27485,m/c 8 Main Heater Band,AG-00010,Mouldshop Machine Spares
27771,O Ring Seal,AG-00010,Mouldshop Machine Spares
27772,O Ring Seal,AG-00010,Mouldshop Machine Spares
27773,Pistion guide ring,AG-00010,Mouldshop Machine Spares
28161,m/c 7 + m/c 8 Main Thermocouple type L angled L=1100,AG-00010,Mouldshop Machine Spares
28924,m/c 7 + m/c 8 Nozzle Thermocouple type L straight L=1100,AG-00010,Mouldshop Machine Spares
28993,Filter,AG-00010,Mouldshop Machine Spares
29.933,"seal D=22,5/28",AG-00010,Mouldshop Machine Spares
296-4669,"Telemecanique Sensors Preventa XCSPA Series Safety Interlock Switch, 1NC/1NO, IP67, Glass Fibre Rein",AG-00010,Mouldshop Machine Spares
297719,PCB ARB 830  (CPU BOARD),AG-00010,Mouldshop Machine Spares
30.537,Hose 8x700mm (Arburg no.7 Ejector Hose),AG-00010,Mouldshop Machine Spares
300V,Replacement Seal for DME style couplings,AG-00010,Mouldshop Machine Spares
30K13,"Coupling Straight Hose Tail DME Style 1/2"" Hose Id 9mm bore",AG-00010,Mouldshop Machine Spares
30K13/90,"Coupling, 90 Hose Tail - DME Style",AG-00010,Mouldshop Machine Spares
31.127,O sealing ring 134.5x3,AG-00010,Mouldshop Machine Spares
31.128,O sealing ring 239.3x5.7,AG-00010,Mouldshop Machine Spares
31.129,seal,AG-00010,Mouldshop Machine Spares
31.133,O sealing ring 40.87x3.53,AG-00010,Mouldshop Machine Spares
31.135,External sealing ring D=55,AG-00010,Mouldshop Machine Spares
31.142,Stripper D=105/155,AG-00010,Mouldshop Machine Spares
31.143,Pistion guide ring D=55,AG-00010,Mouldshop Machine Spares
31.144,seal,AG-00010,Mouldshop Machine Spares
31.988,Packing ring D=30/40,AG-00010,Mouldshop Machine Spares
31.989,Packing ring D=90/105,AG-00010,Mouldshop Machine Spares
311-9141,"Pulse tone installation buzzer,230Vac",AG-00010,Mouldshop Machine Spares
314-7382,"BA15d Incandescent Bulb, Clear, 24 V",AG-00010,Mouldshop Machine Spares
319,O Sealing Ring 9.25x1.78,AG-00010,Mouldshop Machine Spares
32.083,Sealing ring D=105/115,AG-00010,Mouldshop Machine Spares
32.084,seal,AG-00010,Mouldshop Machine Spares
32.499,HOSE 8X800MM (Arburg no.7 Ejector hose),AG-00010,Mouldshop Machine Spares
33153,Arburg Thermonic controller SN 46531 internal number 33153,AG-00010,Mouldshop Machine Spares
33153,Arburg Thermonic controller SN 46531 internal number 33153,AG-00010,Mouldshop Machine Spares
33460,4/3 way valve Rexroth No. 4WE6G51/BG24NK4,AG-00010,Mouldshop Machine Spares
340-718,"Schneider Electric Harmony XAC Series, White Push Button Head, Front Mounting, 22mm Cutout",AG-00010,Mouldshop Machine Spares
340-724,"Schneider Electric Harmony XAC Series, Black Push Button Head, Front Mounting, 22mm Cutout",AG-00010,Mouldshop Machine Spares
342-8962,"RS Temperature Probe, K",AG-00010,Mouldshop Machine Spares
35295,"Pipe, oil intake w/flange and retainer",AG-00010,Mouldshop Machine Spares
35651,m/c 7 Main Heater Band 230-250v 1750w L=175,AG-00010,Mouldshop Machine Spares
35736,30mm Barrel Arburg S/N 139636 M/C 8,AG-00010,Mouldshop Machine Spares
366-3604,"SMC 2 Finger Double Action Pneumatic Gripper, MHZ2-16DN",AG-00010,Mouldshop Machine Spares
367-5922,"Legris Hydraulic Tee Threaded Adapter 0915 00 13, Connector A G 1/4 Female Connector B G 1/4 Female",AG-00010,Mouldshop Machine Spares
37.647,Nozzle tip 60 D=17/2 M24x1.5,AG-00010,Mouldshop Machine Spares
37.824,Nozzle Tip 20 R=12.5 D=2 M24X1.5,AG-00010,Mouldshop Machine Spares
37.825,Nozzle Tip 20 R=15 D=2 M24X1.5,AG-00010,Mouldshop Machine Spares
37321,Adaptor,AG-00010,Mouldshop Machine Spares
38.656,38.656 Nozzle Tip 20 R=19 D=2 M24X1.5,AG-00010,Mouldshop Machine Spares
39.487,HOSE 8X850 2ST A3 A3 (Arburg No.7 Ejector Hose),AG-00010,Mouldshop Machine Spares
39164,Limit switch with cable (Arburg 35 + 75 Nozzle Guard),AG-00010,Mouldshop Machine Spares
394-9790,"AC Controlled contactor, 9A 230Vac coil (For Tool Temp Units)",AG-00010,Mouldshop Machine Spares
396-1728,"H-A 4way metal top entry coupler kit, M20",AG-00010,Mouldshop Machine Spares
396-2153,"H-A 3, H-A 4 Series 4 Way Male/Female 10A Locking Lever Kit, includes Hood, Housing",AG-00010,Mouldshop Machine Spares
39618,Valve housing for cooling (For Arburg cooling water manifold),AG-00010,Mouldshop Machine Spares
39619,Return line connector (for Arburg cooling manifold),AG-00010,Mouldshop Machine Spares
39645,O seal ring (D128 S2) for Arburg cooling water manifold,AG-00010,Mouldshop Machine Spares
4016901,SELF-TAPPING-SCREW UNI9707 3x8,AG-00010,Mouldshop Machine Spares
4040144,Microcylinder 24 S2A20A050VS07,AG-00010,Mouldshop Machine Spares
4040602..,"WASHER,UNI6593 4,3-16 ACC.ZINC.",AG-00010,Mouldshop Machine Spares
4053903,METALLICA BALLAST (ZINC DISCS) ZINC.STEEL,AG-00010,Mouldshop Machine Spares
4071105,Gasket temp-r tape chr4.5x16 sns 200a (Red seal tape),AG-00010,Mouldshop Machine Spares
4071106,Gasket temp-r tape chr4.5x25 sns 200a (Red seal tape),AG-00010,Mouldshop Machine Spares
4071179,GASKET TEMP-R TAPE CHR4.5X16,AG-00010,Mouldshop Machine Spares
40945,Switch (Nozzel Gaurd M/C 8),AG-00010,Mouldshop Machine Spares
4132120..,"COUPLING S6440-4 1/8"" ROTATING",AG-00010,Mouldshop Machine Spares
413A33856,FLEX BLACK HOSE Di50+STEEL SPIRAL TEMP,AG-00010,Mouldshop Machine Spares
413A33857,FLEXIBLE RED HOSE Di50+STEEL SPIRAL TEMP,AG-00010,Mouldshop Machine Spares
4140144,MICROCYLINDER 24S HT CAMOZZ,AG-00010,Mouldshop Machine Spares
4140631,Valve (Change over valve for DS206 Dryer),AG-00010,Mouldshop Machine Spares
4140747,MICROREGULATOR M008-RS02-08 BAR,AG-00010,Mouldshop Machine Spares
4151233,"PROBE TR PT100 6x100 1/8"" 200g CABLE 4 m",AG-00010,Mouldshop Machine Spares
4151699A1,THERMOSTAT CAEM SET 350°C,AG-00010,Mouldshop Machine Spares
4152011,Pressure sensor (Loaders S41 + S43),AG-00010,Mouldshop Machine Spares
4152103A1,Thermoreg.ic917 Process Control (Temp Control Ds403 +406),AG-00010,Mouldshop Machine Spares
4170669,ELECTRIC FAN A6D800-AD01-01 EBM,AG-00010,Mouldshop Machine Spares
4180650,Casing Heating Element 8013479,AG-00010,Mouldshop Machine Spares
4182104,CONDENSER 10uF+/-5% 09-01W 50/60,AG-00010,Mouldshop Machine Spares
4190603,"FILLING VALVE 2110 1/2"" FAR + GAUG",AG-00010,Mouldshop Machine Spares
421101100,Motor Relay Timer (NB 100 Switch Star Delta),AG-00010,Mouldshop Machine Spares
421720109,PC Batteries for B&R Controller (NB V70 Machine) 3 off,AG-00010,Mouldshop Machine Spares
4230102,Molecular sieve 13x (Deseccant for dryers),AG-00010,Mouldshop Machine Spares
4240218,Filter 140x70 (DS 403),AG-00010,Mouldshop Machine Spares
4240219,Paper Filter 70x120mm (suction box filter),AG-00010,Mouldshop Machine Spares
426-424,"RS PRO 2m Power Cable, Right Angle C13, IEC to UK Plug (Male, Right Angle), 10 A, 250 V",AG-00010,Mouldshop Machine Spares
434194141,Eurchner TP3-4141 Limit Switch NB210 Rear Door 22Ls,AG-00010,Mouldshop Machine Spares
44204,Pipe Bent,AG-00010,Mouldshop Machine Spares
443A01045,Display's Plate Temperature Controller,AG-00010,Mouldshop Machine Spares
443A01047,CONTROL PLATE DS503-507,AG-00010,Mouldshop Machine Spares
448 - 418,"Epic Contact Connector Set, 4 Way, 10A, Male, H-A, 400 V, 600 V",AG-00010,Mouldshop Machine Spares
4511201,SWITCH MRU12 1SIL KUBLER,AG-00010,Mouldshop Machine Spares
4511223,Magnet Sensor smc-12 I no sp m12x1 cable (S41+S43 Loader),AG-00010,Mouldshop Machine Spares
4512304,Contractor 3RT 1025-1AL20 SO ZW97 7.5kw (DSN 513ME),AG-00010,Mouldshop Machine Spares
4512636,CONTACTOR 3RT 230/50-60 4KW,AG-00010,Mouldshop Machine Spares
4512640,"CONTACTOR 3RT 230/50-60 7,5KW",AG-00010,Mouldshop Machine Spares
45136,Plug with contact magnet (Arburg M/C 7 Top of gate),AG-00010,Mouldshop Machine Spares
452-170,"Epic Contact Connector Set, 4 Way, 10A, Female, H-A, 400 V, 600 V",AG-00010,Mouldshop Machine Spares
4532877,Green Connector (12pin Plug s41 loader),AG-00010,Mouldshop Machine Spares
4533297,Card DST50 MOD 2 FOR 963S098 ADELCO,AG-00010,Mouldshop Machine Spares
455-1201,Solenoid U7J 230/50-60 Hz,AG-00010,Mouldshop Machine Spares
455-3356,"Werma 645 Series Buzzer Unit, 24 V dc, AC, DC, IP65",AG-00010,Mouldshop Machine Spares
4551201,SOLENOIDE G7J 230/50-60 Hz VA CAMOZZI,AG-00010,Mouldshop Machine Spares
4551208,"Electrovalve p.m.ve173.8an 1/2"" Parker (Air blow valve S41)",AG-00010,Mouldshop Machine Spares
4570243,DOUBLE INDIC.LIGHT 036S2CP 230 RED/GREEN,AG-00010,Mouldshop Machine Spares
458-0162,"Sferaco, 3/8 in BSP Brass Y Strainer",AG-00010,Mouldshop Machine Spares
4580414,Carbon tx174d 11.3x6.3x43/support motor (individual bush),AG-00010,Mouldshop Machine Spares
463-4297,"M20 Prysmian Cable Gland Kit, 8 → 15.8mm Cable Dia.",AG-00010,Mouldshop Machine Spares
46334,m/c 7 + m/c 8 Nozzle Heater Band,AG-00010,Mouldshop Machine Spares
464-1403,Mennekes IP44 Blue Wall Mount 3P Right Angle Industrial Powe,AG-00010,Mouldshop Machine Spares
464-6199,Red Cable Mount Male 4P plug,AG-00010,Mouldshop Machine Spares
473-1310,"HARTING Panel Kit, 3 + PE Way, 10A, Male, Han A, 230/400 V",AG-00010,Mouldshop Machine Spares
478-753,"Spring Plunger, Steel, M16",AG-00010,Mouldshop Machine Spares
4810459,Flexible Red Hose 39mm steel spiral high temp (For Dryers),AG-00010,Mouldshop Machine Spares
486-473,"RS Pro 25m Long Blue Rubber Hose, Applications Oxygen, 6.3mm Inner Diam.",AG-00010,Mouldshop Machine Spares
486-592,Compressed Air Hose 6mm id 25m L (Used on dryers + Loaders),AG-00010,Mouldshop Machine Spares
488-371,"Black resillient rubber mains plug, 13A",AG-00010,Mouldshop Machine Spares
494-7981,Replacement filter pad for PMFA120T,AG-00010,Mouldshop Machine Spares
499-3568,RS PRO Stainless Steel Hexagon Bush 1-1/4in R(T) Male x 3/4in G(P) Female 1.18in,AG-00010,Mouldshop Machine Spares
5-,Litres S46 oil,AG-00010,Mouldshop Machine Spares
50 / flat / 1.5,Arburg type nozzle tips- General Purpose,AG-00010,Mouldshop Machine Spares
505-7584,"Klinger Rubber-bonded Cork 1000 x 1000mm 1.5mm Thick Beige Gasket Sheet, Nitrile Bonded",AG-00010,Mouldshop Machine Spares
52.028,Arburg Bushing 30mm M/C 8,AG-00010,Mouldshop Machine Spares
52.419,Arburg screw tip 30mm M/C 8,AG-00010,Mouldshop Machine Spares
52028,30mm Check Ring,AG-00010,Mouldshop Machine Spares
530-6101,"Plug, StarTop, 400V, 32A, 3PN+E, Red",AG-00010,Mouldshop Machine Spares
54.36,"O Sealing ring 64,77x2,62",AG-00010,Mouldshop Machine Spares
54.496,Arburg Seat Ring 30mm M/C 8,AG-00010,Mouldshop Machine Spares
55.829,Stripper D=90/98 Machine no. 165992 / 270 M 350 - 90,AG-00010,Mouldshop Machine Spares
5600830,Heater Element (DS406 Dryer),AG-00010,Mouldshop Machine Spares
56966,Arburg 150 M/C 2 Filter Cap D=114,AG-00010,Mouldshop Machine Spares
57597,Arburg 200 M/C 3 Filter insert D=84 L=60,AG-00010,Mouldshop Machine Spares
59.163,Bypass plug 4P,AG-00010,Mouldshop Machine Spares
596-602,AA Li Thionyl Chloride Cell 3.6V 2600mAh (NB V270 Machine),AG-00010,Mouldshop Machine Spares
6.276,Lumber-plug sv 3,AG-00010,Mouldshop Machine Spares
605D2460,Frontal Panel DP604-615,AG-00010,Mouldshop Machine Spares
60747,"Strainer, Pipe L285 D18",AG-00010,Mouldshop Machine Spares
609-4512,Schneider Electric Harmony XAC Guard for use with XAC Series,AG-00010,Mouldshop Machine Spares
610A2760,Cooler DS 503-507 DS/DP 604.616,AG-00010,Mouldshop Machine Spares
611A9530,Elbow Dia. 40mm (For Loaders S41 + S43),AG-00010,Mouldshop Machine Spares
614D0320,Screw Feeder 8x8 1 Start,AG-00010,Mouldshop Machine Spares
6151210,Filter 155x350 (For Dryer Ds409 Return Filter),AG-00010,Mouldshop Machine Spares
6151220,Filter 8 Micron 164 x 205 (Return Filter DS406+DS403mt+Dsn513),AG-00010,Mouldshop Machine Spares
6153911,Complete fabric filter (Filter for Hopper Loaders),AG-00010,Mouldshop Machine Spares
6154010,Paper Filter 120 x 150 (Filter for TDM507 + DS406 + DSN 513,AG-00010,Mouldshop Machine Spares
615A0080,Paper Filter (Hopper Loader Filter S30+S40 Small Loader),AG-00010,Mouldshop Machine Spares
615A0100,Nylon Filter Hose 49T (S40),AG-00010,Mouldshop Machine Spares
615A0100.,NYLON FILTER HOSE 49T S40 Loader,AG-00010,Mouldshop Machine Spares
619-0727,Single Row Shld 40mm ID 70mm OD 18mm d,AG-00010,Mouldshop Machine Spares
623-4849,"Georg Fischer Malleable Iron Fitting Elbow, 1-1/4 in BSP Male (Connection 1), 1-1/4 in BSP Female (C",AG-00010,Mouldshop Machine Spares
624-6000,"Georg Fischer Malleable Iron Fitting Reducer Socket, 3/8 in BSPP Female 1/4 Female",AG-00010,Mouldshop Machine Spares
627A0590,Sensor Support (Magnet sensor support S41 + S43),AG-00010,Mouldshop Machine Spares
627A8190,Cable Clamp (Plug S41 Loader),AG-00010,Mouldshop Machine Spares
6282512,Sensor Support (S43 Loader),AG-00010,Mouldshop Machine Spares
628W00026.,CAP FOR PROGRAMME,AG-00010,Mouldshop Machine Spares
6334670,SEAL D.48  60-65  SH,AG-00010,Mouldshop Machine Spares
633A0800,GASKET FOR S40-41,AG-00010,Mouldshop Machine Spares
64.137,Coupling 30mm Arburg Screw,AG-00010,Mouldshop Machine Spares
6403660,Rubber change over disk 50mm,AG-00010,Mouldshop Machine Spares
6404170,Rubber change over disk 60mm,AG-00010,Mouldshop Machine Spares
642A3780,Door Filter (For S43 Loader),AG-00010,Mouldshop Machine Spares
642A3800,Door Filter (For S41 Loader),AG-00010,Mouldshop Machine Spares
64390,30mm Screw (Arburg S/N 139636) M/C 8,AG-00010,Mouldshop Machine Spares
646,O Ring Seal,AG-00010,Mouldshop Machine Spares
6464620,Plycarbonate Panel DS-TH,AG-00010,Mouldshop Machine Spares
646A0500,FRONT PANEL TP/TO/TW/DS503-507,AG-00010,Mouldshop Machine Spares
646A0550,Top Cover (Plug s41 Loader),AG-00010,Mouldshop Machine Spares
646A0560,Lower Cover (Plug s41 Loader),AG-00010,Mouldshop Machine Spares
648A1120,CONTROL PLATE DS503-507,AG-00010,Mouldshop Machine Spares
6500530,Heater Element 2000w 230v (DS403 Dryer),AG-00010,Mouldshop Machine Spares
6500810,Pocess Heater (DSN513ME) Dryer,AG-00010,Mouldshop Machine Spares
6500830,Heater Element (DS406) Dryer),AG-00010,Mouldshop Machine Spares
6500980,Heater Element 500w 400v,AG-00010,Mouldshop Machine Spares
6501001,Heater Element 380v 60 hz (Dryer DSN513ME),AG-00010,Mouldshop Machine Spares
6523180,BLOWER UNI JET 40 ESAM-DS403,AG-00010,Mouldshop Machine Spares
6523770,Blowing ED-P PV1000/BP240/50-60 (Motor for DS41+DS43),AG-00010,Mouldshop Machine Spares
652A3890,Complete Cylinder 25+V1+YV1 Change over for Dryer DS 507,AG-00010,Mouldshop Machine Spares
6530540..,PROGRAMME 1RPM/75' 230/50,AG-00010,Mouldshop Machine Spares
6593780,MIDDLING CONTAINER (18.3 DIA),AG-00010,Mouldshop Machine Spares
667-1068,"Bearing, Ball, Shield, 35mm ID, 72mm OD for 2030 cumberland",AG-00010,Mouldshop Machine Spares
667-1822,Standard Hose Barb Coupler 6mm 1/4 in,AG-00010,Mouldshop Machine Spares
667-1829,RS PRO Pneumatic Quick Connect Coupling Brass 1/8 in Threaded,AG-00010,Mouldshop Machine Spares
667-1838,RS PRO Pneumatic Quick Connect Coupling Brass 1/4 in Threaded,AG-00010,Mouldshop Machine Spares
667-1844,Male Thread Coupler G 1/4,AG-00010,Mouldshop Machine Spares
667-1866,Standard Hose Plug 6mm 1/4 in,AG-00010,Mouldshop Machine Spares
668-5395,"Scame IP44 Blue Wall Mount 2P+E Right Angle Industrial Power Socket, Rated At 16A, 230 V",AG-00010,Mouldshop Machine Spares
668-5418,"Scame IP44 Red Wall Mount 3P+N+E Right Angle Industrial Power Socket, Rated At 32A, 415 V",AG-00010,Mouldshop Machine Spares
686-7278,"ABB 3 Pole Base Mounting Switch Disconnector - 63A Maximum Current, 22kW Power Rating, IP20",AG-00010,Mouldshop Machine Spares
08/06/7002,7000 SERIES QUICK RELEASE COUPLING,AG-00010,Mouldshop Machine Spares
703-7163,"Thread Repair Kit, M8x 1.25",AG-00010,Mouldshop Machine Spares
712-6960,"2 x 58 W Fluorescent Ceiling Light Twin Batten, 230 V Linear, 2 Lamp, Anti-corrosive, 1560 x 95 x 10",AG-00010,Mouldshop Machine Spares
71488,M/C 9 Main Thermocouple type L from A L=800,AG-00010,Mouldshop Machine Spares
722-277,"Legris 0670 Sintered Bronze 12bar Pneumatic Silencer, Threaded, G 1/8 Male",AG-00010,Mouldshop Machine Spares
722-283,"Legris 0670 Sintered Bronze 12bar Pneumatic Silencer, Threaded, G 1/4 Male",AG-00010,Mouldshop Machine Spares
72255,Connector 50 D=501,AG-00010,Mouldshop Machine Spares
730-0470.,"Schurter C14 Right Angle Panel Mount IEC Plug Male, 10A, 250 V ac, Fuse Size 5 x 20mm",AG-00010,Mouldshop Machine Spares
768-3517,"RS PRO Grey 2 Gang Electrical Socket 1 Pole, 13A, Type G - British",AG-00010,Mouldshop Machine Spares
76898,M/C Nozzle Heater Band 220V 310W,AG-00010,Mouldshop Machine Spares
77007,Arburg 150 M/C 2 Temperature Sensor L=530,AG-00010,Mouldshop Machine Spares
77008,Arburg 200 M/C 3 = Temperature Sensor L=650,AG-00010,Mouldshop Machine Spares
771-5071,"SMC KQ2 Pneumatic Straight Tube-to-Tube Adapter, Push In 6 mm",AG-00010,Mouldshop Machine Spares
775-3079.,"Carlo Gavazzi 30 A SPST Solid State Relay, Zero Crossing, Panel Mount, 600 V ac Maximum Load",AG-00010,Mouldshop Machine Spares
787-1341,"Tente Swivel Castor, 250kg Load Capacity, 125mm Wheel Diameter",AG-00010,Mouldshop Machine Spares
79.598,O sealing ring 100x3  Machine no. 165992 / 270 M 350 - 90,AG-00010,Mouldshop Machine Spares
795-1309,"Schneider Electric Harmony Emergency Stop Push Button Surface Mount, NC",AG-00010,Mouldshop Machine Spares
80001030,Rotor Knife,AG-00010,Mouldshop Machine Spares
808-7314,KTR Flexible Coupling Flector,AG-00010,Mouldshop Machine Spares
810461,Flexible Red Hose 50mm steel spiral high temp (for dryers),AG-00010,Mouldshop Machine Spares
818-744,"Eaton 690 V ac Motor Protection Circuit Breaker, 3P Channels, 6.3 → 10 A, 60 kA",AG-00010,Mouldshop Machine Spares
82.187,Plasticzing Cylinder D=30 L=620,AG-00010,Mouldshop Machine Spares
82.606,Position transducer L=225   (570 C 2000 - 800,AG-00010,Mouldshop Machine Spares
82.996,Position Transducer L360     Machine Arburg 270M 350-90,AG-00010,Mouldshop Machine Spares
825-253,"Clear Plastic Sheet, 500mm x 400mm x 6mm",AG-00010,Mouldshop Machine Spares
826-2379,"SMC PNP Solid State Pneumatic Switch, D-M9 Series",AG-00010,Mouldshop Machine Spares
828-6261,"RS PRO Swivel Castor, 75kg Load Capacity, 75mm Wheel Diameter",AG-00010,Mouldshop Machine Spares
82996,Transducer 360mm Arburg (9),AG-00010,Mouldshop Machine Spares
8326676,"MK Electric UK Mains Plug Type G - British, 13A, Cable Mount",AG-00010,Mouldshop Machine Spares
849-6575,"Europa EUC3P EUC MCB, 3P, 2A Curve C, 230V AC, 10 kA Breaking Capacity",AG-00010,Mouldshop Machine Spares
884-16-06,884 SERIES (DKL FEMALE 90 DEG),AG-00010,Mouldshop Machine Spares
902-6856,"RS PRO Roller Lever Limit Switch, NO/NC, IP65, DPST, Thermoplastic Housing, 400V ac Max, 4A Max",AG-00010,Mouldshop Machine Spares
916-0713,"RS PRO Pneumatic Straight Threaded-to-Tube Adapter, R 1/8 Male, Push In 6 mm",AG-00010,Mouldshop Machine Spares
92186,Stroke transducer L=750  MACHINE 3 S/N 217665,AG-00010,Mouldshop Machine Spares
926,O Ring Seal,AG-00010,Mouldshop Machine Spares
93610,Temp sensor,AG-00010,Mouldshop Machine Spares
952AA0589.,Blower N-061300645 240-50/60 (6523770 DS41 + DS43),AG-00010,Mouldshop Machine Spares
952M1729,DISPLAY V 0.12 x MDP2 BLENDER,AG-00010,Mouldshop Machine Spares
952P702,Brushes (For Motor on S41 + S43),AG-00010,Mouldshop Machine Spares
96001,Ejector Transducer Arburg 570c 2000 800,AG-00010,Mouldshop Machine Spares
96032,"Measuring pipe, scale 0-5 33,2x12,3x1291",AG-00010,Mouldshop Machine Spares
960A440,Electric Board 230/50-60 single phase,AG-00010,Mouldshop Machine Spares
960DZ27,Probe TR PT1000 6x100 (TDM 507) Dryer,AG-00010,Mouldshop Machine Spares
960DZ28,Probe Cable 2xPT100 + Connector 4 pin,AG-00010,Mouldshop Machine Spares
960M263,ELECTRIC BOARD 230/50-60 MOTOR MDT,AG-00010,Mouldshop Machine Spares
9626627,CONTROL BOARD VT5041-35/1,AG-00010,Mouldshop Machine Spares
963S003,Control Board (For Dryers DSN513ME),AG-00010,Mouldshop Machine Spares
963S003.,ProgramCOMPLETE THERMOREGULATION CARD C,AG-00010,Mouldshop Machine Spares
963S004,Program COMPLETE THERMOREGULATION CARD CE,AG-00010,Mouldshop Machine Spares
963S093A1,Thermostatic Control Board (DS507),AG-00010,Mouldshop Machine Spares
